Object ID,Name,:collectionID,:format_width,:format_height,:quality,:legend,:description (pl),:description (de),:description (en),:references,:belongsTo,:belongsTo - Object ID,crm:P108i_was_produced_by,:classification,:hasDigitalRepresentation
22478173,MG77-2 Ein Wasserträger,:EWA76_MG77-2,118 mm,173 mm,sehr gut,"Hazara Wasserträger, Almar.","Na środku jezdni jednej z dróg dojazdowych do ronda w centrum miasta Almar stoi dwóch mężczyzn. Z przodu widać nosiciela wody (saqqao), który należy do grupy etnicznej Hazarów. Jeśli nie ma publicznego zaopatrzenia w wodę, za opłatą przynosi wodę ze źródła, studni lub zbiornika do domów. Wokół bioder znajduje się typowa poduszka saqqao, na której spoczywa wilgotny, wypełniony worek na wodę, wykonany z miecha kozy. Tutaj jednak niesie na ramieniu nieszkliwiony gliniany dzban z wodą schłodzoną przez parowanie, z której sprzedaje przechodniom wodę pitną. Jego filcowe getry, które nosi na butach, są dziwne. Obok niego stoi spragniony klient, prawdopodobnie Pasztun. Jego płaszcz i opadający turban sugerują, że właśnie przyjechał do Almar autobusem lub samochodem.","Mitten auf der Fahrbahn einer der Zufahrtsstrassen zum Verkehrskreisel im Zentrum der Stadt Almar stehen zwei Männer. Frontal zu sehen ist ein Wasserträger (saqqao), der zur Ethnie der Hazara gehört. Wenn es keine öffentliche Wasserversorgung gibt, bringt er gegen Bezahlung Wasser von der Quelle, einem Brunnen oder Reservoir in die Häuser. Um die Hüften liegt das typische Polster des saqqao, auf dem der feuchte, gefüllte Wassersack lastet, der aus einem Ziegenbalg gefertigt wird. Hier trägt er jedoch einen unglasierten Tonkrug mit durch Verdun-stung gekühltem Wasser auf der Schulter, aus dem er Trinkwasser an Passanten verkauft. Eigenartig sind seine Gamaschen aus Filz, die er über den Schuhen trägt. Neben ihm steht ein durstiger Kunde, vermutlich ein Paschtune. Sein Staub-Mantel und das herabhängende Turban-Ende lassen vermuten, dass er gerade mit dem Bus oder einem Auto in Almar eingetroffen ist.","In the middle of the roadway of one of the access roads to the roundabout in the center of the city of Almar, two men are standing. Seen from the front is a water carrier (saqqao), who belongs to the Hazara ethnic group. If there is no public water supply, he brings water from the spring, a well or reservoir to the houses for a fee. Around the hips lies the typical cushion of the saqqao, on which the moist, filled water bag, which is made from a goat's bellows, rests. Here, however, he carries an unglazed clay jug with water cooled by evaporation on his shoulder, from which he sells drinking water to passers-by. His felt gaiters, which he wears over his shoes, are strange. Next to him is a thirsty customer, presumably a Pashtun. His dust coat and drooping turban end suggest that he has just arrived in Almar by bus or car.","Sammlung Luise von Segnitz, LvS 211 zeigt einen typischen Wasserträger mit Wassersack in Kabul, der jedoch anstelle eines Polsters eine Lederweste trägt.",:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG77-2.png""^^xsd:anyURI"
22478175,MG78 Ein Möbelschreiner,:EWA76_MG78,120 mm,175 mm,sehr gut,"Basar in Almar, 1976","Przed swoim warsztatem na bazarze w Almar stolarz prezentuje dwie swoje prace: skrzynię z bogato malowanym frontem oraz stojak na lampy Pertol lub benzynowe, również malowane. Nie jest jasne, czy pokrywę lub przednie panele skrzyni można otworzyć. Podobnie pomalowane skrzynie i inne przedmioty można zobaczyć na MG 89. Mężczyzna ma na sobie uzbecki letni czapan bez podszewki wykonany z bawełny w paski.","Vor seiner Werkstatt im Basar von Almar präsentiert ein Möbelschreiner zwei seiner Arbeiten: eine Truhe mit reich bemalter Frontpartie und einen ebenfalls bemalten Ständer für Petrol- oder Benzin-Lampen. Ob bei der Truhe der Deckel oder die Frontfelder geöffnet werden können, ist nicht ersichtlich. Ähnlich bemalte Truhen und andere Gegenstände sind auf MG 89 zu sehen. Der Mann trägt einen ungefütterten uzbekischen Sommer-chapan aus gestreifter Baumwolle.","In front of his workshop in the bazaar of Almar, a cabinetmaker presents two of his works: a chest with a richly painted front and a stand for kerosen or petrol lamps, also painted. It is not clear whether the lid or the front panels of the chest can be opened. Similarly painted chests and other items can be seen on MG 89. The man wears an unlined Uzbek summer chapan made of striped cotton.",,:EWA76_Collection,22478147,:EWA76_Almar_Photography,:Urban,"""http://localhost:8080/MG78.png""^^xsd:anyURI"
22526257,MG 79 Gemischtwarenhändler 1,:EWA76_MG79,173 mm,118 mm,"sehr gut, Hintergrund dunkel",Qaysar,"Przypuszczalnie uzbecki kupiec siedzi w swoim sklepie wielobranżowym, w zasięgu najważniejszych artykułów. W przeciwieństwie do ""latających"" handlarzy, którzy oferują towary na poboczu drogi tylko w dni targowe, ma solidną wagę belkową i skalibrowane kamienie wagowe. Wydaje się być człowiekiem wykształconym, który umie czytać i pisać, ponieważ ma przed sobą czasopismo.","Ein vermutlich uzbekischer Händler sitzt in seinem Gemischtwarenladen in Reichweite der wichtigsten Artikel. Im Gegensatz zu den ‘fliegenden’ Händlern, die nur an den Markttagen am Strassenrand Waren anbieten, besitzt er eine stabile Balkenwaage und geeichte Gewichtssteine. Er scheint ein gebildeter Mann zu sein, der lesen und schreiben kann, denn vor ihm liegt eine Zeitschrift.","A presumably Uzbek merchant sits in his general store, within easy reach of the most important items. In contrast to the 'flying' traders, who only offer goods on the roadside on market days, it has a sturdy beam scale and calibrated weight stones. He seems to be an educated man who can read and write, because there is a magazine in front of him.","Dupree, N.H. (1992): Clothing xiii. Clothing in Afghanistan. In: Encyclopaedia Iranica, V(8), pp. 811–812 – headgear",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Urban,"""http://localhost:8080/MG79.png""^^xsd:anyURI"
22526257,MG 79 Gemischtwarenhändler 1,:EWA76_MG79,173 mm,118 mm,"sehr gut, Hintergrund dunkel",Qaysar,"Przypuszczalnie uzbecki kupiec siedzi w swoim sklepie wielobranżowym, w zasięgu najważniejszych artykułów. W przeciwieństwie do ""latających"" handlarzy, którzy oferują towary na poboczu drogi tylko w dni targowe, ma solidną wagę belkową i skalibrowane kamienie wagowe. Wydaje się być człowiekiem wykształconym, który umie czytać i pisać, ponieważ ma przed sobą czasopismo.","Ein vermutlich uzbekischer Händler sitzt in seinem Gemischtwarenladen in Reichweite der wichtigsten Artikel. Im Gegensatz zu den ‘fliegenden’ Händlern, die nur an den Markttagen am Strassenrand Waren anbieten, besitzt er eine stabile Balkenwaage und geeichte Gewichtssteine. Er scheint ein gebildeter Mann zu sein, der lesen und schreiben kann, denn vor ihm liegt eine Zeitschrift.","A presumably Uzbek merchant sits in his general store, within easy reach of the most important items. In contrast to the 'flying' traders, who only offer goods on the roadside on market days, it has a sturdy beam scale and calibrated weight stones. He seems to be an educated man who can read and write, because there is a magazine in front of him.","Hinz, W. (1955): Islamische Masse und Gewichte: Umgerechnet ins metrische System, Leiden-Köln.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Urban,"""http://localhost:8080/MG79.png""^^xsd:anyURI"
22526266,MG80 Gemischtwarenhändler 2,:EWA76_MG80,173 mm,118 mm,sehr gut,Qaysar.,"Kupiec ten trzyma w swoim dukan (sklepie) niebezpiecznie duży zapas zapałek. Z sufitu zwisają białe bawełniane ""paski"", które są wciągnięte w mereżkę szerokich spodni haremowych. Wziął dwie pięknie haftowane czapki z czaszką od kobiety na zlecenie. Za jego głową wiszą dwa lustra, które pozwalają mu mieć oko na swój towar nawet wtedy, gdy się odwróci","Dieser Händler bewahrt einen gefährlich grossen Bestand von Zündhölzern in seinem dukan (Laden) auf. Von der Decke hängen weisse Baumwoll-‘Gürtel’, die in den Hohlsaum der weiten Pluderhosen eingezogen werden. Zwei schön bestickte taken (Schädelkappen) hat er von einer Frau in Kommission genommen. Hinter seinem Kopf hängen zwei Spiegel, die es ihm ermöglichen, seine Ware auch im Blick zu behalten, wenn er sich umdreht.","This merchant keeps a dangerously large stock of matches in his dukan (shop). White cotton 'belts' hang from the ceiling, which are pulled into the hemstitch of the wide harem trousers. He took two beautifully embroidered skull caps (taken) from a woman on commission. Behind his head hang two mirrors that allow him to keep an eye on his goods even when he turns around.","Dupree, N.H. (1992): Clothing xiii. Clothing in Afghanistan. In: Encyclopaedia Iranica, V(8), pp. 811–815.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Urban,"""http://localhost:8080/MG80.png""^^xsd:anyURI"
22526266,MG80 Gemischtwarenhändler 2,:EWA76_MG80,173 mm,118 mm,sehr gut,Qaysar.,"Kupiec ten trzyma w swoim dukan (sklepie) niebezpiecznie duży zapas zapałek. Z sufitu zwisają białe bawełniane ""paski"", które są wciągnięte w mereżkę szerokich spodni haremowych. Wziął dwie pięknie haftowane czapki z czaszką od kobiety na zlecenie. Za jego głową wiszą dwa lustra, które pozwalają mu mieć oko na swój towar nawet wtedy, gdy się odwróci","Dieser Händler bewahrt einen gefährlich grossen Bestand von Zündhölzern in seinem dukan (Laden) auf. Von der Decke hängen weisse Baumwoll-‘Gürtel’, die in den Hohlsaum der weiten Pluderhosen eingezogen werden. Zwei schön bestickte taken (Schädelkappen) hat er von einer Frau in Kommission genommen. Hinter seinem Kopf hängen zwei Spiegel, die es ihm ermöglichen, seine Ware auch im Blick zu behalten, wenn er sich umdreht.","This merchant keeps a dangerously large stock of matches in his dukan (shop). White cotton 'belts' hang from the ceiling, which are pulled into the hemstitch of the wide harem trousers. He took two beautifully embroidered skull caps (taken) from a woman on commission. Behind his head hang two mirrors that allow him to keep an eye on his goods even when he turns around.","Dupree, N.H. (1992): Clothing xiii. Clothing in Afghanistan. In: Encyclopaedia Iranica, V(8), pp. 811–815.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG80.png""^^xsd:anyURI"
22526271,MG81 Stoffhändler 1,:EWA76_MG81,173 mm,118 mm,sehr gut,Qaysar,"Kupcy sukna należą do bardziej szanowanej grupy kupców, ponieważ ta gałąź wymaga znacznego kapitału własnego. Dlatego to głównie firmy rodzinne, w których ojciec i syn pracują razem. Sklepy z tkaninami często mają również pomieszczenie na zapleczu, w którym klienci mogą być obsługiwani niezauważeni. Ponieważ w grę wchodzą większe kwoty, klientom zwykle oferuje się filiżankę herbaty.","Stoffhändler gehören zu einer angeseheneren Gruppe von Kaufleuten, denn diese Sparte setzt ein ansehnliches Eigenkapital voraus. Deshalb sind es zumeist Familien-Unternehmen, in denen Vater und Sohn zusammenarbeiten. Stoffläden haben oft auch einen rückwärtigen Raum, in dem Kundinnen unbeobachtet bedient werden können. Da es hier um grössere Beträge geht, erhalten die Kunden üblicherweise einen Tee angeboten.","Cloth merchants belong to a more respectable group of merchants, because this branch requires a considerable amount of equity. That's why it's mostly family businesses in which father and son work together. Fabric shops often also have a room at the back where female customers can be served unobserved. Since larger amounts are involved, customers are usually offered a cup of tea.",,:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Urban,"""http://localhost:8080/MG81.png""^^xsd:anyURI"
22526271,MG81 Stoffhändler 1,:EWA76_MG81,173 mm,118 mm,sehr gut,Qaysar,"Kupcy sukna należą do bardziej szanowanej grupy kupców, ponieważ ta gałąź wymaga znacznego kapitału własnego. Dlatego to głównie firmy rodzinne, w których ojciec i syn pracują razem. Sklepy z tkaninami często mają również pomieszczenie na zapleczu, w którym klienci mogą być obsługiwani niezauważeni. Ponieważ w grę wchodzą większe kwoty, klientom zwykle oferuje się filiżankę herbaty.","Stoffhändler gehören zu einer angeseheneren Gruppe von Kaufleuten, denn diese Sparte setzt ein ansehnliches Eigenkapital voraus. Deshalb sind es zumeist Familien-Unternehmen, in denen Vater und Sohn zusammenarbeiten. Stoffläden haben oft auch einen rückwärtigen Raum, in dem Kundinnen unbeobachtet bedient werden können. Da es hier um grössere Beträge geht, erhalten die Kunden üblicherweise einen Tee angeboten.","Cloth merchants belong to a more respectable group of merchants, because this branch requires a considerable amount of equity. That's why it's mostly family businesses in which father and son work together. Fabric shops often also have a room at the back where female customers can be served unobserved. Since larger amounts are involved, customers are usually offered a cup of tea.",,:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG81.png""^^xsd:anyURI"
22526293,MG82 Stoffhändler 2 mit Sohn,:EWA76_MG82,118 mm,174 mm,"sehr, dunkel",Qaysar.,Ten młody handlarz tkaninami już teraz z dumą wprowadza swojego syna do tradycyjnego rodzinnego biznesu.,Auch dieser junge Stoffhändler führt bereits voller Stolz seinen Sohn ins traditionelle Familien-geschäft ein.,This young fabric merchant is already proudly introducing his son to the traditional family business.,,:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG82.png""^^xsd:anyURI"
22526297,MG83 Stoffhändler 3,:EWA76_MG83,118 mm,174 mm,"sehr gut, dunkel",Qaysar.,"Ten turkmeński handlarz suknem posługuje się tradycyjnym ""kalkulatorem"", liczydłem z drewnianymi paciorkami nawleczonymi na metalowe pręty. Pozwoliło to afgańskim handlarzom dodawać i mnożyć z zadziwiającą szybkością. Dziś nawet w najbardziej odległych wioskach używa się telefonów komórkowych.","Dieser turkmenische Stoffhändler verwendet einen traditionellen ‘Taschenrechner’, einen Abakus mit Holzperlen, die auf Metallstäben aufgereiht sind. Damit konnten afghanische Händler mit erstaunlicher Geschwindigkeit addieren und multiplizieren. Heute wird auch in den abgelegensten Dörfern mit dem Mobiltelefon gerechnet.","This Turkmen cloth merchant uses a traditional 'calculator', an abacus with wooden beads strung on metal rods. This allowed Afghan traders to add and multiply with astonishing speed. Today, even in the most remote villages, mobile phones are used instead.",,:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG83.png""^^xsd:anyURI"
22526299,MG84 Schuhmacher und Händler,:EWA76_MG84,118 mm,147 mm,"gut, dunkel",,"Ze starych opon ciężarowych i gumowych dętek ten rzemieślnik tworzy wytrzymałe buty do pracy w terenie. Bardziej misternie wykonane buty wiszą na słupie nad drzwiami. Ze skrzydeł drzwi zwisają gumowe ""lassa"", które wyciął z węży w długiej spirali. Dla rozrywki słucha kaset muzycznych w radiu tranzystorowym.","Aus alten Lastwagen-Reifen und Gummi-Schläuchen fertigt dieser Handwerker strapazierfähige Schuhe für die Feldarbeit. Aufwändiger gearbeitete Schuhe hängen an einer Stange über der Türe. An den Türflügeln hängen Gummi-‘Lassos’, die er als lange Spirale aus den Schläuchen geschnitten hat. Zur Unterhaltung hört er Musik-Kassetten auf seinem Transistor-Radio.","From old truck tires and rubber tubes, this craftsman makes durable shoes for field work. More elaborately crafted shoes hang on a pole above the door. Rubber 'lassos' hang from the door leaves, which he has cut out of the hoses in a long spiral. For entertainment, he listens to music cassettes on his transistor radio.","Gawęcki, M. (1983): Wies srodkowego i Polnocnego Afganistanu. / A village of Central and North Afghanistan. Tradition and attempts at modernization. Seite 154: diese Aufnahme: “Rzemieslnik przerabiajacy stare opony samochodowe na obuwie na bazarze w Kajsar. Fot. M. Gawęcki.” [Ein Handwerker verarbeitet auf dem Basar von Kaysar alte Autoreifen zu Schuhen.]",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Urban,"""http://localhost:8080/MG84.png""^^xsd:anyURI"
22526300,MG85 Schuhmacher und -Händler,:EWA76_MG85,118 mm,147 mm,"gut, dunkel",Qaysar.,"Ze starych opon ciężarowych i gumowych dętek ten rzemieślnik tworzy wytrzymałe buty do pracy w terenie. Bardziej misternie wykonane buty wiszą na słupie nad drzwiami. Ze skrzydeł drzwi zwisają gumowe ""lassa"", które wyciął z węży w długiej spirali. Dla rozrywki słucha kaset muzycznych w radiu tranzystorowym.","Aus alten Lastwagen-Reifen und Gummi-Schläuchen fertigt dieser Handwerker strapazierfähige Schuhe für die Feldarbeit. Aufwändiger gearbeitete Schuhe hängen an einer Stange über der Türe. An den Türflügeln hängen Gummi-‘Lassos’, die er als lange Spirale aus den Schläuchen geschnitten hat. Zur Unterhaltung hört er Musik-Kassetten auf seinem Transistor-Radio","From old truck tires and rubber tubes, this craftsman makes durable shoes for field work. More elaborately crafted shoes hang on a pole above the door. Rubber 'lassos' hang from the door leaves, which he has cut out of the hoses in a long spiral. For entertainment, he listens to music cassettes on his transistor radio.","Gawęcki, M. (1983): Wies srodkowego i Polnocnego Afganistanu. / A village of Central and North Afghanistan. Tradition and attempts at modernization. Seite 154: diese Aufnahme: “Rzemieslnik przerabiajacy stare opony samochodowe na obuwie na bazarze w Kajsar. Fot. M. Gawęcki.” [Ein Handwerker verarbeitet auf dem Basar von Kaysar alte Autoreifen zu Schuhen.]",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG85.png""^^xsd:anyURI"
22526303,MG86 Werkzeug-Händler,:EWA76_MG86,118 mm,174 mm,"gut, dunkel",Qaysar.,"Ten sprzedawca oferuje łopaty, liny, sznurki, piły ręczne i różne taśmy. Rozłożył swój towar przed pustym dukanem.","Dieser Händler bietet Schaufeln, Seile, Schnur, Handsägen und verschiedene Bänder an. Er hat seine Ware vor einem leerstehenden dukan ausgebreitet.","This dealer offers shovels, ropes, cord, hand saws, and various tapes. He has spread out his goods in front of an empty dukan.",,:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG86.png""^^xsd:anyURI"
22526303,MG86 Werkzeug-Händler,:EWA76_MG86,118 mm,174 mm,"gut, dunkel",Qaysar.,"Ten sprzedawca oferuje łopaty, liny, sznurki, piły ręczne i różne taśmy. Rozłożył swój towar przed pustym dukanem.","Dieser Händler bietet Schaufeln, Seile, Schnur, Handsägen und verschiedene Bänder an. Er hat seine Ware vor einem leerstehenden dukan ausgebreitet.","This dealer offers shovels, ropes, cord, hand saws, and various tapes. He has spread out his goods in front of an empty dukan.",,:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Urban,"""http://localhost:8080/MG86.png""^^xsd:anyURI"
22526305,MG87 Turkmenische Teppichknüpferin,:EWA76_MG87,172 mm,118 mm,sehr gut,Qaysar.,"Cztery osoby tłoczą się obok siebie na szerokim, poziomym krześle do wiązania dywanów. Po prawej turkmeńska kobieta z typowym wysokim kapturem; Obok niej znajduje się chłopiec i dwie dziewczynki, którzy według opisu Marka Gawęckiego są Pasztunami i są szkoleni przez Turkmenów.","Auf einem breiten, horizontalen Teppichknüpfstuhl kauern vier Personen nebeneinander. Ganz rechts eine Turkmenin mit der typischen hohen Haube; neben ihr ein Knabe und zwei Mädchen, die laut der Beschreibung von Marek Gawęcki Pashtunen sind und von der Turkmenin angelernt werden. Die Aufnahme entstand möglicherweise im Haus von Khoja Mahomat Amin am 14.8.","Four people huddle next to each other on a wide, horizontal carpet knotting chair. On the far right, a Turkmen woman with the typical high hood; next to her is a boy and two girls, who, according to Marek Gawęcki's description, are Pashtuns and are trained by the Turkmen. It is possible that this photo was taken in Khoja Mahomat Amin’s house on August 14.","Denny, W. (1990): Carpets xvi. Central Asian Carpets. In: Encyclopaedia Iranica, V(1), pp. 5–9.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Women,"""http://localhost:8080/MG87.png""^^xsd:anyURI"
22526305,MG87 Turkmenische Teppichknüpferin,:EWA76_MG87,172 mm,118 mm,sehr gut,Qaysar.,"Cztery osoby tłoczą się obok siebie na szerokim, poziomym krześle do wiązania dywanów. Po prawej turkmeńska kobieta z typowym wysokim kapturem; Obok niej znajduje się chłopiec i dwie dziewczynki, którzy według opisu Marka Gawęckiego są Pasztunami i są szkoleni przez Turkmenów.","Auf einem breiten, horizontalen Teppichknüpfstuhl kauern vier Personen nebeneinander. Ganz rechts eine Turkmenin mit der typischen hohen Haube; neben ihr ein Knabe und zwei Mädchen, die laut der Beschreibung von Marek Gawęcki Pashtunen sind und von der Turkmenin angelernt werden. Die Aufnahme entstand möglicherweise im Haus von Khoja Mahomat Amin am 14.8.","Four people huddle next to each other on a wide, horizontal carpet knotting chair. On the far right, a Turkmen woman with the typical high hood; next to her is a boy and two girls, who, according to Marek Gawęcki's description, are Pashtuns and are trained by the Turkmen. It is possible that this photo was taken in Khoja Mahomat Amin’s house on August 14.","Denny, W. (1990): Carpets xvi. Central Asian Carpets. In: Encyclopaedia Iranica, V(1), pp. 5–9.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG87.png""^^xsd:anyURI"
22526305,MG87 Turkmenische Teppichknüpferin,:EWA76_MG87,172 mm,118 mm,sehr gut,Qaysar.,"Cztery osoby tłoczą się obok siebie na szerokim, poziomym krześle do wiązania dywanów. Po prawej turkmeńska kobieta z typowym wysokim kapturem; Obok niej znajduje się chłopiec i dwie dziewczynki, którzy według opisu Marka Gawęckiego są Pasztunami i są szkoleni przez Turkmenów.","Auf einem breiten, horizontalen Teppichknüpfstuhl kauern vier Personen nebeneinander. Ganz rechts eine Turkmenin mit der typischen hohen Haube; neben ihr ein Knabe und zwei Mädchen, die laut der Beschreibung von Marek Gawęcki Pashtunen sind und von der Turkmenin angelernt werden. Die Aufnahme entstand möglicherweise im Haus von Khoja Mahomat Amin am 14.8.","Four people huddle next to each other on a wide, horizontal carpet knotting chair. On the far right, a Turkmen woman with the typical high hood; next to her is a boy and two girls, who, according to Marek Gawęcki's description, are Pashtuns and are trained by the Turkmen. It is possible that this photo was taken in Khoja Mahomat Amin’s house on August 14.","Penkala, D. (1988): Medycyna tradycyjna ... / Traditional medicine in Afghanistan, S. 46: eine weitere Aufnahme derselben Gruppe: “7. Turkmenka uczaca dzieci z rodziny pasztunskiej wiazania dywanow. Qaysar. Fot. M. Gawęcki.”",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Women,"""http://localhost:8080/MG87.png""^^xsd:anyURI"
22526305,MG87 Turkmenische Teppichknüpferin,:EWA76_MG87,172 mm,118 mm,sehr gut,Qaysar.,"Cztery osoby tłoczą się obok siebie na szerokim, poziomym krześle do wiązania dywanów. Po prawej turkmeńska kobieta z typowym wysokim kapturem; Obok niej znajduje się chłopiec i dwie dziewczynki, którzy według opisu Marka Gawęckiego są Pasztunami i są szkoleni przez Turkmenów.","Auf einem breiten, horizontalen Teppichknüpfstuhl kauern vier Personen nebeneinander. Ganz rechts eine Turkmenin mit der typischen hohen Haube; neben ihr ein Knabe und zwei Mädchen, die laut der Beschreibung von Marek Gawęcki Pashtunen sind und von der Turkmenin angelernt werden. Die Aufnahme entstand möglicherweise im Haus von Khoja Mahomat Amin am 14.8.","Four people huddle next to each other on a wide, horizontal carpet knotting chair. On the far right, a Turkmen woman with the typical high hood; next to her is a boy and two girls, who, according to Marek Gawęcki's description, are Pashtuns and are trained by the Turkmen. It is possible that this photo was taken in Khoja Mahomat Amin’s house on August 14.","Penkala, D. (1988): Medycyna tradycyjna ... / Traditional medicine in Afghanistan, S. 46: eine weitere Aufnahme derselben Gruppe: “7. Turkmenka uczaca dzieci z rodziny pasztunskiej wiazania dywanow. Qaysar. Fot. M. Gawęcki.”",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG87.png""^^xsd:anyURI"
22526305,MG87 Turkmenische Teppichknüpferin,:EWA76_MG87,172 mm,118 mm,sehr gut,Qaysar.,"Cztery osoby tłoczą się obok siebie na szerokim, poziomym krześle do wiązania dywanów. Po prawej turkmeńska kobieta z typowym wysokim kapturem; Obok niej znajduje się chłopiec i dwie dziewczynki, którzy według opisu Marka Gawęckiego są Pasztunami i są szkoleni przez Turkmenów.","Auf einem breiten, horizontalen Teppichknüpfstuhl kauern vier Personen nebeneinander. Ganz rechts eine Turkmenin mit der typischen hohen Haube; neben ihr ein Knabe und zwei Mädchen, die laut der Beschreibung von Marek Gawęcki Pashtunen sind und von der Turkmenin angelernt werden. Die Aufnahme entstand möglicherweise im Haus von Khoja Mahomat Amin am 14.8.","Four people huddle next to each other on a wide, horizontal carpet knotting chair. On the far right, a Turkmen woman with the typical high hood; next to her is a boy and two girls, who, according to Marek Gawęcki's description, are Pashtuns and are trained by the Turkmen. It is possible that this photo was taken in Khoja Mahomat Amin’s house on August 14.","Gawęcki, M. (1983): Wies srodkowego i Polnocnego Afganistanu. / A village of Central and North Afghanistan. Tradition and attempts at modernization. S. 79: eine ähnliche Aufnahme derselben Gruppe: «Fot. 7. Turkmenka w rodzinie pasztunskiej uczaca dzieci sztuki wiazania dywanow. Kajsar. Fot. M. Gawęcki.» [Eine turkmenische Frau in einer paschtunischen Familie, die Kindern die Kunst des Teppichknüpfens beibringt.]",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Women,"""http://localhost:8080/MG87.png""^^xsd:anyURI"
22526305,MG87 Turkmenische Teppichknüpferin,:EWA76_MG87,172 mm,118 mm,sehr gut,Qaysar.,"Cztery osoby tłoczą się obok siebie na szerokim, poziomym krześle do wiązania dywanów. Po prawej turkmeńska kobieta z typowym wysokim kapturem; Obok niej znajduje się chłopiec i dwie dziewczynki, którzy według opisu Marka Gawęckiego są Pasztunami i są szkoleni przez Turkmenów.","Auf einem breiten, horizontalen Teppichknüpfstuhl kauern vier Personen nebeneinander. Ganz rechts eine Turkmenin mit der typischen hohen Haube; neben ihr ein Knabe und zwei Mädchen, die laut der Beschreibung von Marek Gawęcki Pashtunen sind und von der Turkmenin angelernt werden. Die Aufnahme entstand möglicherweise im Haus von Khoja Mahomat Amin am 14.8.","Four people huddle next to each other on a wide, horizontal carpet knotting chair. On the far right, a Turkmen woman with the typical high hood; next to her is a boy and two girls, who, according to Marek Gawęcki's description, are Pashtuns and are trained by the Turkmen. It is possible that this photo was taken in Khoja Mahomat Amin’s house on August 14.","Gawęcki, M. (1983): Wies srodkowego i Polnocnego Afganistanu. / A village of Central and North Afghanistan. Tradition and attempts at modernization. S. 79: eine ähnliche Aufnahme derselben Gruppe: «Fot. 7. Turkmenka w rodzinie pasztunskiej uczaca dzieci sztuki wiazania dywanow. Kajsar. Fot. M. Gawęcki.» [Eine turkmenische Frau in einer paschtunischen Familie, die Kindern die Kunst des Teppichknüpfens beibringt.]",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG87.png""^^xsd:anyURI"
22526312,MG88 Moderne Knüpferinnen,:EWA76_MG88,118 mm,159 mm,"sehr gut, dunkel",Qaysar,"Dwie młode kobiety kucają na wąskim, poziomym krośnie dywanowym. Obok nich stoi chłopiec w pasiakach, obserwując ich przy pracy","Zwei junge Frauen kauern auf einem schmalen, horizontalen Teppich-Webstuhl. Daneben steht ein Knabe in gestreifter Kleidung, der ihnen bei der Arbeit zusieht.","Two young women crouch on a narrow, horizontal carpet loom. Next to them stands a boy in striped clothes, watching them at work.","Gawęcki, M. (1983): Wies środkowego i północnego Afganistanu. / A village of Central and North Afghanistan. Tradition and attempts at modernization. Tafel 31: diese Aufnahme.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:People,"""http://localhost:8080/MG88.png""^^xsd:anyURI"
22526312,MG88 Moderne Knüpferinnen,:EWA76_MG88,118 mm,159 mm,"sehr gut, dunkel",Qaysar,"Dwie młode kobiety kucają na wąskim, poziomym krośnie dywanowym. Obok nich stoi chłopiec w pasiakach, obserwując ich przy pracy","Zwei junge Frauen kauern auf einem schmalen, horizontalen Teppich-Webstuhl. Daneben steht ein Knabe in gestreifter Kleidung, der ihnen bei der Arbeit zusieht.","Two young women crouch on a narrow, horizontal carpet loom. Next to them stands a boy in striped clothes, watching them at work.","Gawęcki, M. (1983): Wies środkowego i północnego Afganistanu. / A village of Central and North Afghanistan. Tradition and attempts at modernization. Tafel 31: diese Aufnahme.",:EWA76_Collection,22478147,:EWA76_Qaysar_photography,:Women,"""http://localhost:8080/MG88.png""^^xsd:anyURI"
